No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,Iws,precipitation,Iprec,Air Quality,cbwd_new
25296,2012,11,19,23,3,6.0,76.18,1023.0,10.0,49.0,0.0,0.0,2,1
25297,2012,11,20,0,3,6.0,81.48,1023.0,9.0,52.0,0.0,0.0,2,1
25298,2012,11,20,1,3,6.0,81.48,1023.0,9.0,54.0,0.0,0.0,1,1
25299,2012,11,20,2,3,6.0,87.19,1023.0,8.0,56.0,0.0,0.0,1,1
25300,2012,11,20,3,3,5.0,81.34,1023.0,8.0,58.0,0.0,0.0,1,1
25301,2012,11,20,4,3,6.0,87.19,1022.0,8.0,59.0,0.0,0.0,1,1
25302,2012,11,20,5,3,5.0,81.34,1022.0,8.0,61.0,0.0,0.0,2,1
25303,2012,11,20,6,3,5.0,81.34,1022.0,8.0,62.0,0.0,0.0,1,1
25304,2012,11,20,7,3,7.0,87.28,1023.0,9.0,63.0,0.0,0.0,1,1
25305,2012,11,20,8,3,8.0,81.75,1023.0,11.0,0.0,0.0,0.0,1,5
25306,2012,11,20,9,3,8.0,67.15,1023.0,14.0,5.0,0.0,0.0,1,1
25307,2012,11,20,10,3,7.0,58.79,1022.0,15.0,10.0,0.0,0.0,1,1
25308,2012,11,20,11,3,7.0,55.15,1022.0,16.0,5.0,0.0,0.0,1,2
25309,2012,11,20,12,3,7.0,55.15,1021.0,16.0,4.0,0.0,0.0,2,1
25310,2012,11,20,13,3,7.0,51.75,1020.0,17.0,8.0,0.0,0.0,1,1
25311,2012,11,20,14,3,8.0,59.04,1020.0,16.0,13.0,0.0,0.0,1,1
25312,2012,11,20,15,3,8.0,62.95,1020.0,15.0,19.0,0.0,0.0,1,1
25313,2012,11,20,16,3,7.0,58.79,1020.0,15.0,24.0,0.0,0.0,1,1
25314,2012,11,20,17,3,8.0,67.15,1020.0,14.0,29.0,0.0,0.0,1,1
25315,2012,11,20,18,3,8.0,67.15,1020.0,14.0,35.0,0.0,0.0,1,1
25316,2012,11,20,19,3,8.0,67.15,1020.0,14.0,40.0,0.0,0.0,1,1
25317,2012,11,20,20,3,8.0,67.15,1021.0,14.0,45.0,0.0,0.0,1,1
25318,2012,11,20,21,3,8.0,67.15,1021.0,14.0,50.0,0.0,0.0,1,1
25319,2012,11,20,22,3,9.0,71.85,1021.0,14.0,4.0,0.0,0.0,1,2
25320,2012,11,20,23,3,9.0,71.85,1020.0,14.0,9.0,0.0,0.0,1,2
25321,2012,11,21,0,3,9.0,71.85,1019.0,14.0,5.0,0.0,0.0,1,1
25322,2012,11,21,1,3,10.0,76.84,1019.0,14.0,5.0,0.0,0.0,1,2
25323,2012,11,21,2,3,10.0,76.84,1018.0,14.0,9.0,0.0,0.0,1,2
25324,2012,11,21,3,3,10.0,76.84,1016.9,14.0,4.0,0.0,0.0,1,1
25325,2012,11,21,4,3,11.0,82.14,1016.9,14.0,8.0,0.0,0.0,1,1
25326,2012,11,21,5,3,11.0,82.14,1016.9,14.0,12.0,1.8,1.8,1,1
25327,2012,11,21,6,3,12.0,87.75,1016.9,14.0,16.0,1.2,3.0,1,1
25328,2012,11,21,7,3,12.0,87.75,1016.9,14.0,21.0,0.8,3.8,1,1
25329,2012,11,21,8,3,12.0,87.75,1015.9,14.0,26.0,3.4,7.2,1,1
25330,2012,11,21,9,3,13.0,93.7,1015.9,14.0,31.0,1.9,9.1,1,1
25331,2012,11,21,10,3,13.0,93.7,1015.9,14.0,5.0,0.5,9.6,1,2
25332,2012,11,21,11,3,13.0,93.7,1014.9,14.0,10.0,0.7,10.3,1,2
25333,2012,11,21,12,3,13.0,93.7,1013.9,14.0,15.0,1.4,11.7,1,2
25334,2012,11,21,13,3,13.0,93.7,1012.9,14.0,20.0,0.7,12.4,1,2
25335,2012,11,21,14,3,14.0,100.0,1012.9,14.0,4.0,0.4,12.8,1,1
25336,2012,11,21,15,3,14.0,100.0,1012.9,14.0,8.0,1.6,14.4,1,1
25337,2012,11,21,16,3,13.0,93.7,1012.9,14.0,12.0,0.9,15.3,1,1
25338,2012,11,21,17,3,13.0,93.7,1013.9,14.0,16.0,0.5,15.8,1,1
25339,2012,11,21,18,3,13.0,93.7,1013.9,14.0,20.0,0.1,15.9,1,1
25340,2012,11,21,19,3,12.0,87.75,1014.9,14.0,24.0,0.0,0.0,1,1
25341,2012,11,21,20,3,12.0,93.65,1015.9,13.0,28.0,0.3,0.3,1,1
25342,2012,11,21,21,3,12.0,93.65,1015.9,13.0,32.0,0.1,0.4,1,1
25343,2012,11,21,22,3,12.0,93.65,1015.9,13.0,35.0,0.0,0.0,1,1
25344,2012,11,21,23,3,12.0,93.65,1015.9,13.0,39.0,0.1,0.1,1,1
25345,2012,11,22,0,3,12.0,93.65,1014.9,13.0,42.0,0.0,0.0,1,1
25346,2012,11,22,1,3,12.0,93.65,1015.9,13.0,46.0,0.0,0.0,1,1
25347,2012,11,22,2,3,12.0,87.75,1014.9,14.0,49.0,0.0,0.0,1,1
25348,2012,11,22,3,3,12.0,87.75,1014.9,14.0,52.0,0.0,0.0,1,1
25349,2012,11,22,4,3,12.0,87.75,1014.9,14.0,55.0,0.0,0.0,1,1
25350,2012,11,22,5,3,12.0,87.75,1015.9,14.0,59.0,0.2,0.2,1,1
25351,2012,11,22,6,3,12.0,93.65,1015.9,13.0,63.0,0.1,0.3,1,1
25352,2012,11,22,7,3,12.0,93.65,1015.9,13.0,66.0,0.0,0.0,1,1
25353,2012,11,22,8,3,13.0,93.7,1015.9,14.0,68.0,0.0,0.0,1,1
25354,2012,11,22,9,3,13.0,87.84,1015.9,15.0,71.0,0.0,0.0,1,1
25355,2012,11,22,10,3,13.0,82.4,1015.9,16.0,73.0,0.0,0.0,1,1
25356,2012,11,22,11,3,14.0,87.93,1014.9,16.0,77.0,0.0,0.0,1,1
25357,2012,11,22,12,3,14.0,82.52,1013.9,17.0,81.0,0.1,0.1,1,1
25358,2012,11,22,13,3,14.0,87.93,1011.9,16.0,84.0,0.4,0.5,1,1
25359,2012,11,22,14,3,15.0,93.8,1012.9,16.0,87.0,2.3,2.8,1,1
25360,2012,11,22,15,3,15.0,100.0,1011.9,15.0,91.0,2.2,5.0,1,1
25361,2012,11,22,16,3,15.0,100.0,1012.9,15.0,95.0,4.5,9.5,1,1
25362,2012,11,22,17,3,15.0,100.0,1012.9,15.0,99.0,5.6,15.1,1,1
25363,2012,11,22,18,3,15.0,100.0,1013.9,15.0,104.0,1.5,16.6,1,1
25364,2012,11,22,19,3,13.0,87.84,1013.9,15.0,111.0,2.2,18.8,1,1
25365,2012,11,22,20,3,13.0,93.7,1014.9,14.0,117.0,2.5,21.3,1,1
25366,2012,11,22,21,3,12.0,93.65,1015.9,13.0,125.0,2.7,24.0,1,1
25367,2012,11,22,22,3,12.0,93.65,1015.9,13.0,134.0,1.2,25.2,1,1
25368,2012,11,22,23,3,11.0,87.66,1015.9,13.0,142.0,1.2,26.4,1,1
25369,2012,11,23,0,3,11.0,93.6,1015.9,12.0,149.0,1.4,27.8,1,1
25370,2012,11,23,1,3,10.0,87.57,1016.9,12.0,158.0,0.9,28.7,1,1
25376,2012,11,23,7,3,10.0,93.55,1020.0,11.0,3.0,0.6,33.7,2,3
25377,2012,11,23,8,3,10.0,93.55,1021.0,11.0,5.0,0.4,34.1,2,1
25378,2012,11,23,9,3,10.0,93.55,1021.0,11.0,5.0,0.6,34.7,2,3
25379,2012,11,23,10,3,10.0,93.55,1021.0,11.0,7.0,0.8,35.5,1,1
25380,2012,11,23,11,3,9.0,87.47,1022.0,11.0,14.0,0.3,35.8,2,1
25381,2012,11,23,12,3,9.0,93.5,1021.0,10.0,20.0,0.1,35.9,3,1
25382,2012,11,23,13,3,8.0,87.38,1021.0,10.0,27.0,0.0,0.0,3,1
25383,2012,11,23,14,3,8.0,87.38,1021.0,10.0,33.0,0.0,0.0,2,1
25384,2012,11,23,15,3,8.0,87.38,1022.0,10.0,6.0,0.0,0.0,2,3
25385,2012,11,23,16,3,7.0,81.61,1022.0,10.0,6.0,0.0,0.0,2,1
25386,2012,11,23,17,3,6.0,81.48,1023.0,9.0,13.0,0.0,0.0,2,1
25387,2012,11,23,18,3,5.0,76.01,1023.0,9.0,20.0,0.0,0.0,1,1
25388,2012,11,23,19,3,5.0,76.01,1024.0,9.0,26.0,0.0,0.0,1,1
25389,2012,11,23,20,3,4.0,75.84,1024.0,8.0,31.0,0.0,0.0,1,1
25390,2012,11,23,21,3,4.0,75.84,1025.1,8.0,36.0,0.0,0.0,1,1
25391,2012,11,23,22,3,3.0,70.67,1025.1,8.0,4.0,0.0,0.0,1,3
25392,2012,11,23,23,3,3.0,75.67,1025.1,7.0,8.0,0.0,0.0,1,3
25393,2012,11,24,0,3,3.0,75.67,1025.1,7.0,11.0,0.0,0.0,1,3
25394,2012,11,24,1,3,3.0,81.06,1025.1,6.0,15.0,0.0,0.0,1,3
25395,2012,11,24,2,3,2.0,75.49,1026.1,6.0,19.0,0.0,0.0,1,3
25396,2012,11,24,3,3,2.0,75.49,1025.1,6.0,23.0,0.0,0.0,1,3
25397,2012,11,24,4,3,2.0,80.92,1025.1,5.0,4.0,0.0,0.0,2,1
25398,2012,11,24,5,3,1.0,80.78,1025.1,4.0,7.0,0.0,0.0,2,1
25399,2012,11,24,6,3,1.0,80.78,1026.1,4.0,3.0,0.0,0.0,2,3
25400,2012,11,24,7,3,2.0,86.79,1026.1,4.0,5.0,0.0,0.0,2,3
25401,2012,11,24,8,3,2.0,75.49,1027.1,6.0,7.0,0.0,0.0,2,3
25402,2012,11,24,9,3,1.0,61.26,1027.1,8.0,3.0,0.0,0.0,2,1
25403,2012,11,24,10,3,0.0,53.26,1027.1,9.0,7.0,0.0,0.0,2,1
25404,2012,11,24,11,3,1.0,53.53,1026.1,10.0,9.0,0.0,0.0,2,1
25405,2012,11,24,12,3,-1.0,46.29,1024.0,10.0,12.0,0.0,0.0,2,1
25406,2012,11,24,13,3,-1.0,43.31,1024.0,11.0,3.0,0.0,0.0,2,3
25407,2012,11,24,14,3,-2.0,37.66,1024.0,12.0,7.0,0.0,0.0,2,3
25408,2012,11,24,15,3,-1.0,40.54,1024.0,12.0,1.0,0.0,0.0,2,5
25409,2012,11,24,16,3,-1.0,43.31,1023.0,11.0,2.0,0.0,0.0,2,3
25410,2012,11,24,17,3,0.0,53.26,1024.0,9.0,2.0,0.0,0.0,2,1
25411,2012,11,24,18,3,1.0,57.25,1024.0,9.0,4.0,0.0,0.0,2,1
25412,2012,11,24,19,3,0.0,49.8,1024.0,10.0,3.0,0.0,0.0,2,2
25413,2012,11,24,20,3,1.0,57.25,1024.0,9.0,6.0,0.0,0.0,2,2
25414,2012,11,24,21,3,2.0,65.82,1024.0,8.0,8.0,0.0,0.0,2,2
25415,2012,11,24,22,3,2.0,61.51,1024.0,9.0,11.0,0.0,0.0,2,2
25416,2012,11,24,23,3,2.0,61.51,1023.0,9.0,3.0,0.0,0.0,2,1
25417,2012,11,25,0,3,2.0,61.51,1023.0,9.0,2.0,0.0,0.0,2,2
25418,2012,11,25,1,3,2.0,61.51,1022.0,9.0,5.0,0.0,0.0,2,2
25419,2012,11,25,2,3,2.0,57.51,1021.0,10.0,8.0,0.0,0.0,2,2
25420,2012,11,25,3,3,3.0,61.76,1021.0,10.0,4.0,0.0,0.0,1,1
25421,2012,11,25,4,3,4.0,66.27,1020.0,10.0,9.0,0.0,0.0,1,1
25422,2012,11,25,5,3,5.0,71.07,1019.0,10.0,13.0,0.4,0.4,1,1
25423,2012,11,25,6,3,7.0,81.61,1019.0,10.0,3.0,0.3,0.7,2,2
25424,2012,11,25,7,3,8.0,87.38,1019.0,10.0,8.0,0.2,0.9,2,2
25425,2012,11,25,8,3,8.0,87.38,1019.0,10.0,12.0,0.3,1.2,1,2
25426,2012,11,25,9,3,10.0,93.55,1018.0,11.0,16.0,0.4,1.6,1,2
25427,2012,11,25,10,3,11.0,93.6,1016.9,12.0,21.0,0.4,2.0,2,2
25428,2012,11,25,11,3,11.0,93.6,1014.9,12.0,26.0,0.0,0.0,2,2
25429,2012,11,25,12,3,12.0,93.65,1012.9,13.0,32.0,0.0,0.0,2,2
25430,2012,11,25,13,3,12.0,93.65,1011.9,13.0,5.0,0.1,0.1,2,4
25431,2012,11,25,14,3,13.0,93.7,1011.9,14.0,10.0,0.2,0.3,2,4
25432,2012,11,25,15,3,13.0,93.7,1011.9,14.0,3.0,1.2,1.5,2,3
25433,2012,11,25,16,3,12.0,93.65,1011.9,13.0,3.0,0.3,1.8,2,4
25434,2012,11,25,17,3,12.0,93.65,1012.9,13.0,8.0,0.1,1.9,2,4
25435,2012,11,25,18,3,11.0,93.6,1013.9,12.0,7.0,0.0,0.0,2,3
25436,2012,11,25,19,3,9.0,87.47,1014.9,11.0,15.0,0.0,0.0,3,3
25437,2012,11,25,20,3,9.0,87.47,1015.9,11.0,23.0,0.0,0.0,3,3
25438,2012,11,25,21,3,8.0,87.38,1016.9,10.0,31.0,0.0,0.0,2,3
25439,2012,11,25,22,3,8.0,93.45,1018.0,9.0,40.0,0.0,0.0,2,3
25440,2012,11,25,23,3,6.0,81.48,1019.0,9.0,50.0,0.0,0.0,2,3
25441,2012,11,26,0,3,6.0,87.19,1020.0,8.0,59.0,0.0,0.0,2,3
25442,2012,11,26,1,3,6.0,87.19,1020.0,8.0,67.0,0.0,0.0,2,3
25443,2012,11,26,2,3,6.0,93.35,1020.0,7.0,74.0,0.0,0.0,2,3
25444,2012,11,26,3,3,5.0,87.09,1020.0,7.0,80.0,0.0,0.0,2,3
25445,2012,11,26,4,3,4.0,81.2,1020.0,7.0,86.0,0.0,0.0,2,3
25446,2012,11,26,5,3,4.0,81.2,1021.0,7.0,94.0,0.0,0.0,2,3
25447,2012,11,26,6,3,3.0,75.67,1022.0,7.0,101.0,0.0,0.0,2,3
25448,2012,11,26,7,3,3.0,81.06,1023.0,6.0,110.0,0.0,0.0,3,3
25449,2012,11,26,8,3,3.0,81.06,1024.0,6.0,118.0,0.0,0.0,3,3
25450,2012,11,26,9,3,2.0,70.47,1025.1,7.0,124.0,0.0,0.0,4,3
25451,2012,11,26,10,3,2.0,65.82,1025.1,8.0,132.0,0.0,0.0,4,3
25452,2012,11,26,11,3,2.0,61.51,1025.1,9.0,140.0,0.0,0.0,4,3
25453,2012,11,26,12,3,2.0,57.51,1024.0,10.0,148.0,0.1,0.1,4,3
25454,2012,11,26,13,3,2.0,57.51,1024.0,10.0,154.0,0.0,0.0,3,3
25456,2012,11,26,15,3,2.0,57.51,1024.0,10.0,5.0,0.0,0.0,4,1
25457,2012,11,26,16,3,1.0,57.25,1024.0,9.0,5.0,0.0,0.0,3,3
25458,2012,11,26,17,3,1.0,61.26,1024.0,8.0,9.0,0.0,0.0,3,3
25459,2012,11,26,18,3,1.0,61.26,1025.1,8.0,12.0,0.0,0.0,4,3
25460,2012,11,26,19,3,1.0,61.26,1025.1,8.0,16.0,0.0,0.0,4,3
25461,2012,11,26,20,3,2.0,70.47,1025.1,7.0,19.0,0.0,0.0,4,3
25462,2012,11,26,21,3,2.0,70.47,1026.1,7.0,22.0,0.0,0.0,4,3
25463,2012,11,26,22,3,2.0,75.49,1026.1,6.0,26.0,0.0,0.0,5,3
25464,2012,11,26,23,3,2.0,80.92,1026.1,5.0,28.0,0.0,0.0,4,3
25465,2012,11,27,0,3,2.0,80.92,1026.1,5.0,1.0,0.0,0.0,4,4
25466,2012,11,27,1,3,2.0,86.79,1026.1,4.0,2.0,0.0,0.0,4,4
25467,2012,11,27,2,3,2.0,86.79,1025.1,4.0,3.0,0.0,0.0,4,4
25468,2012,11,27,3,3,2.0,93.13,1025.1,3.0,4.0,0.0,0.0,4,4
25469,2012,11,27,4,3,2.0,93.13,1025.1,3.0,1.0,0.0,0.0,4,5
25470,2012,11,27,5,3,2.0,93.13,1025.1,3.0,1.0,0.0,0.0,4,4
25471,2012,11,27,6,3,2.0,93.13,1025.1,3.0,2.0,0.0,0.0,4,4
25472,2012,11,27,7,3,2.0,93.13,1025.1,3.0,3.0,0.0,0.0,4,4
25473,2012,11,27,8,3,5.0,93.29,1026.1,6.0,4.0,0.0,0.0,4,4
25474,2012,11,27,9,3,2.0,65.82,1026.1,8.0,6.0,0.0,0.0,4,4
25475,2012,11,27,10,3,-1.0,49.51,1025.1,9.0,9.0,0.0,0.0,4,4
25476,2012,11,27,11,3,-1.0,43.31,1024.0,11.0,12.0,0.0,0.0,4,4
25477,2012,11,27,12,3,-2.0,35.27,1024.0,13.0,15.0,0.0,0.0,3,4
25478,2012,11,27,13,3,-2.0,35.27,1023.0,13.0,19.0,0.0,0.0,3,4
25479,2012,11,27,14,3,-1.0,37.96,1021.0,13.0,23.0,0.0,0.0,3,4
25480,2012,11,27,15,3,1.0,46.88,1021.0,12.0,4.0,0.0,0.0,3,2
25481,2012,11,27,16,3,3.0,57.77,1021.0,11.0,5.0,0.0,0.0,3,4
25482,2012,11,27,17,3,1.0,53.53,1021.0,10.0,4.0,0.0,0.0,3,2
25483,2012,11,27,18,3,1.0,57.25,1021.0,9.0,7.0,0.0,0.0,3,2
25484,2012,11,27,19,3,1.0,57.25,1021.0,9.0,10.0,0.0,0.0,3,2
25485,2012,11,27,20,3,2.0,61.51,1021.0,9.0,13.0,0.0,0.0,3,2
25486,2012,11,27,21,3,4.0,70.88,1020.0,9.0,16.0,0.0,0.0,4,2
25487,2012,11,27,22,3,3.0,66.05,1020.0,9.0,20.0,0.0,0.0,3,2
25488,2012,11,27,23,3,2.0,57.51,1020.0,10.0,24.0,0.0,0.0,2,2
25489,2012,11,28,0,3,3.0,61.76,1019.0,10.0,28.0,0.0,0.0,2,2
25490,2012,11,28,1,3,3.0,61.76,1019.0,10.0,3.0,0.0,0.0,2,4
25491,2012,11,28,2,3,4.0,66.27,1019.0,10.0,7.0,0.0,0.0,2,4
25492,2012,11,28,3,3,4.0,70.88,1018.0,9.0,10.0,0.0,0.0,2,4
25493,2012,11,28,4,3,4.0,66.27,1018.0,10.0,12.0,0.0,0.0,2,4
25494,2012,11,28,5,3,4.0,66.27,1016.9,10.0,16.0,0.0,0.0,2,4
25495,2012,11,28,6,3,2.0,57.51,1016.9,10.0,2.0,0.0,0.0,2,2
25496,2012,11,28,7,3,2.0,57.51,1018.0,10.0,2.0,0.0,0.0,2,4
25497,2012,11,28,8,3,3.0,57.77,1019.0,11.0,3.0,0.0,0.0,2,3
25498,2012,11,28,9,3,2.0,47.17,1019.0,13.0,2.0,0.0,0.0,2,4
25499,2012,11,28,10,3,2.0,44.2,1020.0,14.0,5.0,0.0,0.0,3,4
25500,2012,11,28,11,3,3.0,44.49,1019.0,15.0,2.0,0.0,0.0,3,5
25501,2012,11,28,12,3,3.0,41.73,1018.0,16.0,3.0,0.0,0.0,3,3
25502,2012,11,28,13,3,3.0,39.16,1016.9,17.0,2.0,0.0,0.0,3,4
25503,2012,11,28,14,3,3.0,41.73,1016.9,16.0,2.0,0.0,0.0,3,1
25504,2012,11,28,15,3,4.0,44.78,1016.9,16.0,2.0,0.0,0.0,2,4
25505,2012,11,28,16,3,3.0,41.73,1016.9,16.0,4.0,0.0,0.0,3,3
25506,2012,11,28,17,3,4.0,50.92,1016.9,14.0,3.0,0.0,0.0,3,1
25507,2012,11,28,18,3,5.0,54.62,1018.0,14.0,9.0,0.0,0.0,3,1
25509,2012,11,28,20,3,4.0,58.03,1019.0,12.0,18.0,0.0,0.0,4,1
25510,2012,11,28,21,3,7.0,71.47,1020.0,12.0,21.0,0.0,0.0,5,1
25511,2012,11,28,22,3,8.0,76.52,1020.0,12.0,23.0,0.1,0.1,5,1
25512,2012,11,28,23,3,8.0,81.75,1020.0,11.0,25.0,0.0,0.0,5,1
25513,2012,11,29,0,3,9.0,87.47,1020.0,11.0,4.0,0.0,0.0,5,3
25514,2012,11,29,1,3,9.0,87.47,1020.0,11.0,5.0,0.1,0.1,4,1
25515,2012,11,29,2,3,8.0,87.38,1021.0,10.0,10.0,0.2,0.3,2,1
25516,2012,11,29,3,3,8.0,87.38,1021.0,10.0,13.0,0.2,0.5,2,1
25517,2012,11,29,4,3,8.0,87.38,1021.0,10.0,16.0,0.1,0.6,2,1
25518,2012,11,29,5,3,7.0,81.61,1021.0,10.0,19.0,0.0,0.0,2,1
25519,2012,11,29,6,3,7.0,87.28,1021.0,9.0,23.0,0.0,0.0,2,1
25520,2012,11,29,7,3,7.0,87.28,1022.0,9.0,25.0,0.0,0.0,2,1
25521,2012,11,29,8,3,7.0,81.61,1022.0,10.0,27.0,0.0,0.0,2,1
25522,2012,11,29,9,3,7.0,76.35,1023.0,11.0,32.0,0.0,0.0,2,1
25523,2012,11,29,10,3,8.0,71.66,1023.0,13.0,37.0,0.0,0.0,2,1
25524,2012,11,29,11,3,6.0,58.54,1022.0,14.0,43.0,0.0,0.0,2,1
25525,2012,11,29,12,3,6.0,58.54,1021.0,14.0,46.0,0.0,0.0,2,1
25526,2012,11,29,13,3,5.0,58.29,1022.0,13.0,3.0,0.0,0.0,2,3
25527,2012,11,29,14,3,5.0,54.62,1021.0,14.0,5.0,0.0,0.0,2,3
25528,2012,11,29,15,3,6.0,58.54,1020.0,14.0,5.0,0.0,0.0,2,1
25529,2012,11,29,16,3,6.0,62.48,1021.0,13.0,9.0,0.0,0.0,2,1
25530,2012,11,29,17,3,6.0,62.48,1021.0,13.0,13.0,0.0,0.0,2,1
25531,2012,11,29,18,3,6.0,62.48,1021.0,13.0,17.0,0.0,0.0,2,1
25532,2012,11,29,19,3,6.0,66.71,1020.0,12.0,21.0,0.0,0.0,2,1
25533,2012,11,29,20,3,6.0,66.71,1021.0,12.0,25.0,0.0,0.0,2,1
25534,2012,11,29,21,3,6.0,66.71,1022.0,12.0,28.0,0.0,0.0,2,1
25535,2012,11,29,22,3,7.0,71.47,1022.0,12.0,32.0,0.0,0.0,1,1
25536,2012,11,29,23,3,7.0,71.47,1021.0,12.0,37.0,0.0,0.0,1,1
25537,2012,11,30,0,3,6.0,66.71,1021.0,12.0,41.0,0.0,0.0,1,1
25538,2012,11,30,1,3,6.0,66.71,1021.0,12.0,43.0,0.1,0.1,1,1
25539,2012,11,30,2,3,7.0,76.35,1020.0,11.0,47.0,1.2,1.3,1,1
25540,2012,11,30,3,3,8.0,87.38,1020.0,10.0,50.0,0.9,2.2,1,1
25541,2012,11,30,4,3,8.0,87.38,1020.0,10.0,53.0,0.5,2.7,1,1
25542,2012,11,30,5,3,8.0,87.38,1020.0,10.0,55.0,1.1,3.8,1,1
25543,2012,11,30,6,3,8.0,87.38,1021.0,10.0,58.0,0.2,4.0,1,1
25544,2012,11,30,7,3,8.0,87.38,1021.0,10.0,61.0,0.1,4.1,1,1
25545,2012,11,30,8,3,7.0,81.61,1022.0,10.0,66.0,0.0,0.0,1,1
25546,2012,11,30,9,3,7.0,81.61,1023.0,10.0,71.0,0.1,0.1,1,1
25547,2012,11,30,10,3,6.0,76.18,1023.0,10.0,75.0,0.0,0.0,2,1
25548,2012,11,30,11,3,6.0,71.27,1023.0,11.0,78.0,0.0,0.0,1,1
25549,2012,11,30,12,3,6.0,66.71,1023.0,12.0,80.0,0.0,0.0,1,1
25550,2012,11,30,13,3,7.0,71.47,1022.0,12.0,84.0,0.0,0.0,2,1
25551,2012,11,30,14,3,6.0,62.48,1022.0,13.0,88.0,0.0,0.0,1,1
25552,2012,11,30,15,3,6.0,62.48,1022.0,13.0,93.0,0.0,0.0,1,1
25553,2012,11,30,16,3,6.0,66.71,1022.0,12.0,99.0,0.0,0.0,1,1
25554,2012,11,30,17,3,5.0,66.49,1023.0,11.0,105.0,0.0,0.0,1,1
25555,2012,11,30,18,3,5.0,66.49,1024.0,11.0,109.0,0.0,0.0,1,1
25556,2012,11,30,19,3,5.0,66.49,1024.0,11.0,113.0,0.0,0.0,1,1
25557,2012,11,30,20,3,5.0,66.49,1025.1,11.0,117.0,0.0,0.0,1,1
25558,2012,11,30,21,3,5.0,71.07,1025.1,10.0,121.0,0.0,0.0,2,1
25559,2012,11,30,22,3,5.0,71.07,1026.1,10.0,125.0,0.0,0.0,1,1
25560,2012,11,30,23,3,5.0,71.07,1026.1,10.0,128.0,0.0,0.0,1,1
25561,2012,12,1,0,4,6.0,81.48,1026.1,9.0,131.0,0.0,0.0,1,1
25562,2012,12,1,1,4,6.0,76.18,1026.1,10.0,135.0,0.0,0.0,1,1
25563,2012,12,1,2,4,6.0,76.18,1026.1,10.0,141.0,0.0,0.0,1,1
25564,2012,12,1,3,4,6.0,81.48,1026.1,9.0,144.0,0.0,0.0,1,1
25565,2012,12,1,4,4,6.0,81.48,1025.1,9.0,146.0,0.0,0.0,1,1
25566,2012,12,1,5,4,5.0,81.34,1025.1,8.0,149.0,0.0,0.0,1,1
25567,2012,12,1,6,4,5.0,87.09,1026.1,7.0,152.0,0.0,0.0,1,1
25568,2012,12,1,7,4,6.0,87.19,1026.1,8.0,155.0,0.0,0.0,1,1
25569,2012,12,1,8,4,7.0,81.61,1027.1,10.0,158.0,0.0,0.0,1,1
25609,2012,12,3,0,4,6.0,81.48,1022.0,9.0,3.0,0.0,0.0,2,3
25610,2012,12,3,1,4,6.0,81.48,1022.0,9.0,7.0,0.0,0.0,1,3
25611,2012,12,3,2,4,6.0,81.48,1021.0,9.0,9.0,0.0,0.0,1,3
25612,2012,12,3,3,4,6.0,81.48,1020.0,9.0,11.0,0.0,0.0,1,3
25613,2012,12,3,4,4,6.0,81.48,1021.0,9.0,13.0,0.0,0.0,2,3
25614,2012,12,3,5,4,6.0,81.48,1021.0,9.0,15.0,0.0,0.0,2,3
25615,2012,12,3,6,4,5.0,76.01,1022.0,9.0,17.0,0.0,0.0,1,3
25616,2012,12,3,7,4,6.0,81.48,1021.0,9.0,18.0,0.0,0.0,2,3
25617,2012,12,3,8,4,6.0,81.48,1022.0,9.0,3.0,0.0,0.0,2,4
25618,2012,12,3,9,4,6.0,71.27,1022.0,11.0,5.0,0.0,0.0,2,3
25619,2012,12,3,10,4,5.0,66.49,1022.0,11.0,12.0,0.0,0.0,2,3
25620,2012,12,3,11,4,6.0,71.27,1021.0,11.0,19.0,0.0,0.0,2,3
25621,2012,12,3,12,4,6.0,71.27,1021.0,11.0,25.0,0.0,0.0,2,3
25622,2012,12,3,13,4,5.0,71.07,1020.0,10.0,32.0,0.0,0.0,2,3
25623,2012,12,3,14,4,4.0,66.27,1020.0,10.0,39.0,0.0,0.0,3,3
25624,2012,12,3,15,4,3.0,61.76,1020.0,10.0,46.0,0.0,0.0,3,3
25625,2012,12,3,16,4,2.0,57.51,1022.0,10.0,53.0,0.0,0.0,3,3
25626,2012,12,3,17,4,3.0,66.05,1022.0,9.0,60.0,0.0,0.0,3,3
25627,2012,12,3,18,4,3.0,70.67,1023.0,8.0,64.0,0.0,0.0,3,3
25628,2012,12,3,19,4,3.0,75.67,1023.0,7.0,67.0,0.0,0.0,4,3
25629,2012,12,3,20,4,2.0,70.47,1024.0,7.0,71.0,0.0,0.0,4,3
25630,2012,12,3,21,4,1.0,65.59,1024.0,7.0,76.0,0.0,0.0,4,3
25631,2012,12,3,22,4,-1.0,60.76,1025.1,6.0,81.0,0.0,0.0,3,3
25632,2012,12,3,23,4,-1.0,65.13,1025.1,5.0,84.0,0.0,0.0,3,3
25633,2012,12,4,0,4,-1.0,60.76,1025.1,6.0,88.0,0.0,0.0,3,3
25634,2012,12,4,1,4,-3.0,52.41,1026.1,6.0,93.0,0.0,0.0,3,3
25635,2012,12,4,2,4,-2.0,60.51,1026.1,5.0,98.0,0.0,0.0,4,3
25636,2012,12,4,3,4,-3.0,60.25,1025.1,4.0,102.0,0.0,0.0,3,3
25637,2012,12,4,4,4,-4.0,60.0,1025.1,3.0,105.0,0.0,0.0,3,3
