year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,Iws,precipitation,Iprec,Air Quality,cbwd_new
2012,3,25,11,1,2,36.47,1024,17,2,0,0,2,5
2012,3,25,12,1,1,31.87,1023,18,3,0,0,2,3
2012,3,25,13,1,-1,25.89,1022,19,4,0,0,2,4
2012,3,25,14,1,-3,23.77,1022,18,4,0,0,2,3
2012,3,25,15,1,-1,25.89,1021,19,7,0,0,2,3
2012,3,25,16,1,1,29.94,1021,19,9,0,0,2,3
2012,3,25,17,1,-1,27.56,1021,18,3,0,0,3,4
2012,3,25,18,1,6,54.88,1021,15,4,0,0,3,2
2012,3,25,19,1,6,62.48,1022,13,7,0,0,3,2
2012,3,25,20,1,5,66.49,1023,11,11,0,0,2,2
2012,3,25,21,1,5,66.49,1024,11,14,0,0,2,2
2012,3,25,22,1,5,66.49,1024,11,3,0,0,2,1
2012,3,25,23,1,5,71.07,1024,10,7,0,0,2,1
2012,3,26,0,1,5,71.07,1024,10,2,0,0,2,2
2012,3,26,1,1,5,71.07,1024,10,2,0,0,2,1
2012,3,26,2,1,5,71.07,1024,10,3,0,0,2,1
2012,3,26,3,1,5,76.01,1024,9,4,0,0,2,1
2012,3,26,4,1,6,81.48,1024,9,7,0,0,2,1
2012,3,26,5,1,5,76.01,1024,9,10,0,0,2,1
2012,3,26,6,1,5,76.01,1025.1,9,13,0,0,2,1
2012,3,26,7,1,6,76.18,1025.1,10,15,0,0,2,1
2012,3,26,8,1,6,66.71,1026.1,12,4,0,0,2,2
2012,3,26,9,1,6,62.48,1026.1,13,4,0,0,2,1
2012,3,26,10,1,5,51.2,1026.1,15,5,0,0,2,2
2012,3,26,11,1,4,44.78,1026.1,16,9,0,0,2,2
2012,3,26,12,1,5,42.32,1025.1,18,13,0,0,2,2
2012,3,26,13,1,4,39.46,1024,18,17,0,0,2,2
2012,3,26,14,1,4,39.46,1024,18,3,0,0,2,1
2012,3,26,15,1,4,39.46,1023,18,8,0,0,2,1
2012,3,26,16,1,4,42.02,1023,17,5,0,0,2,2
2012,3,26,17,1,4,44.78,1023,16,10,0,0,2,2
2012,3,26,18,1,4,50.92,1023,14,15,0,0,2,2
2012,3,26,19,1,6,62.48,1024,13,20,0,0,2,2
2012,3,26,20,1,5,62.24,1024,12,26,0,0,2,2
2012,3,26,21,1,5,66.49,1024,11,32,0,0,2,2
2012,3,26,22,1,6,71.27,1024,11,37,0,0,2,2
2012,3,26,23,1,7,76.35,1024,11,43,0,0,2,2
2012,3,27,0,1,7,76.35,1024,11,48,0,0,2,2
2012,3,27,1,1,7,76.35,1024,11,53,0,0,2,2
2012,3,27,2,1,8,81.75,1023,11,57,0,0,2,2
2012,3,27,3,1,8,81.75,1023,11,62,0,0,2,2
2012,3,27,4,1,8,81.75,1022,11,67,0,0,2,2
2012,3,27,5,1,7,76.35,1022,11,72,0,0,2,2
2012,3,27,6,1,7,76.35,1022,11,75,0,0,2,2
2012,3,27,7,1,8,76.52,1023,12,3,0,0,3,4
2012,3,27,8,1,6,54.88,1024,15,8,0,0,3,4
2012,3,27,9,1,5,42.32,1024,18,12,0,0,2,4
2012,3,27,10,1,3,32.46,1024,20,17,0,0,2,4
2012,3,27,11,1,4,30.81,1023,22,22,0,0,2,4
2012,3,27,12,1,5,31.1,1023,23,25,0,0,2,4
2012,3,27,13,1,4,25.72,1022,25,28,0,0,2,4
2012,3,27,14,1,-1,17.97,1021,25,3,0,0,2,3
2012,3,27,15,1,5,27.59,1020,25,0,0,0,2,5
2012,3,27,16,1,2,22.32,1020,25,1,0,0,2,4
2012,3,27,17,1,1,23.43,1021,23,6,0,0,3,1
2012,3,27,18,1,3,28.71,1021,22,10,0,0,3,1
2012,3,27,19,1,4,34.83,1022,20,3,0,0,3,2
2012,3,27,20,1,5,39.75,1022,19,6,0,0,4,2
2012,3,27,21,1,5,45.07,1023,17,9,0,0,4,2
2012,3,27,22,1,6,51.48,1023,16,13,0,0,3,2
2012,3,27,23,1,6,51.48,1023,16,15,0,0,3,2
2012,3,28,0,1,7,58.79,1023,15,17,0,0,3,2
2012,3,28,1,1,7,62.71,1022,14,19,0,0,3,2
2012,3,28,2,1,7,62.71,1022,14,21,0,0,3,2
2012,3,28,3,1,7,66.93,1022,13,23,0,0,3,2
2012,3,28,4,1,7,66.93,1022,13,25,0,0,3,2
2012,3,28,5,1,7,66.93,1022,13,27,0,0,3,2
2012,3,28,6,1,7,71.47,1023,12,29,0,0,3,2
2012,3,28,7,1,9,71.85,1023,14,30,0,0,3,2
2012,3,28,8,1,8,55.41,1024,17,1,0,0,3,1
2012,3,28,9,1,8,45.93,1024,20,1,0,0,3,5
2012,3,28,10,1,7,37.95,1024,22,2,0,0,3,5
2012,3,28,11,1,7,33.63,1024,24,3,0,0,3,5
2012,3,28,12,1,6,29.57,1023,25,4,0,0,3,1
2012,3,28,13,1,2,22.32,1022,25,10,0,0,3,1
2012,3,28,14,1,5,29.29,1022,24,15,0,0,2,1
2012,3,28,15,1,2,25.17,1022,23,21,0,0,2,1
2012,3,28,16,1,2,25.17,1022,23,27,0,0,2,1
2012,3,28,17,1,1,24.89,1022,22,32,0,0,3,1
2012,3,28,18,1,-2,22.61,1022,20,37,0,0,2,1
2012,3,28,19,1,2,34.24,1022,18,41,0,0,3,1
2012,3,28,20,1,8,59.04,1023,16,4,0,0,3,2
2012,3,28,21,1,8,67.15,1023,14,5,0,0,3,1
2012,3,28,22,1,7,62.71,1023,14,9,0,0,2,1
2012,3,28,23,1,8,67.15,1022,14,14,0,0,2,1
2012,3,29,0,1,9,76.68,1022,13,3,0,0,3,2
2012,3,29,1,1,9,76.68,1022,13,2,0,0,2,1
2012,3,29,2,1,9,81.88,1021,12,5,0,0,2,1
2012,3,29,3,1,10,87.57,1020,12,3,0,0,3,2
2012,3,29,4,1,10,87.57,1020,12,7,0,0,2,2
2012,3,29,5,1,10,82.01,1020,13,11,0,0,2,2
2012,3,29,6,1,10,76.84,1021,14,15,0,0,2,2
2012,3,29,7,1,11,77.01,1021,15,18,0,0,2,2
2012,3,29,8,1,10,59.54,1021,18,5,0,0,2,4
2012,3,29,9,1,9,49.15,1021,20,11,0,0,2,4
2012,3,29,10,1,11,49.7,1020,22,18,0,0,2,4
2012,3,29,11,1,11,49.7,1020,22,26,0,0,1,4
2012,3,29,12,1,12,56.44,1020,21,34,0,0,2,4
2012,3,29,13,1,12,53.1,1019,22,41,0,0,2,4
2012,3,29,14,1,12,49.97,1018,23,48,0,0,1,4
2012,3,29,15,1,11,46.78,1016.9,23,56,0,0,2,4
2012,3,29,16,1,11,49.7,1016.9,22,62,0,0,2,4
2012,3,29,17,1,11,49.7,1016.9,22,66,0,0,2,4
2012,3,29,18,1,11,52.83,1016.9,21,69,0,0,2,4
2012,3,29,19,1,12,60.03,1016.9,20,4,0,0,2,2
2012,3,29,20,1,12,63.87,1016.9,19,8,0,0,2,2
2012,3,29,21,1,12,63.87,1016.9,19,12,0,0,2,2
2012,3,29,22,1,12,63.87,1016.9,19,16,0,0,2,2
2012,3,29,23,1,13,72.6,1016.9,18,18,0,0,2,2
2012,3,30,0,1,13,72.6,1015.9,18,22,0.3,0.3,2,2
2012,3,30,1,1,14,82.52,1015.9,17,25,0.3,0.6,2,2
2012,3,30,2,1,14,82.52,1015.9,17,1,0,0,2,1
2012,3,30,3,1,14,82.52,1014.9,17,1,0.2,0.2,2,2
2012,3,30,4,1,14,87.93,1014.9,16,2,0.8,1,2,2
2012,3,30,5,1,14,87.93,1013.9,16,1,0,0,2,1
2012,3,30,6,1,14,87.93,1014.9,16,0,0.2,0.2,2,5
2012,3,30,7,1,14,82.52,1014.9,17,1,0.2,0.4,2,2
2012,3,30,8,1,15,88.02,1014.9,17,0,0.9,1.3,2,5
2012,3,30,9,1,15,88.02,1015.9,17,3,1.3,2.6,2,3
2012,3,30,10,1,15,88.02,1014.9,17,2,1.3,3.9,3,1
2012,3,30,11,1,15,88.02,1013.9,17,4,1,4.9,3,1
2012,3,30,12,1,14,87.93,1013.9,16,9,1.5,6.4,3,1
2012,3,30,13,1,13,87.84,1013.9,15,15,1.6,8,2,1
2012,3,30,14,1,13,93.7,1013.9,14,22,3.1,11.1,2,1
2012,3,30,15,1,12,87.75,1013.9,14,29,2.2,13.3,3,1
2012,3,30,16,1,13,93.7,1014.9,14,34,1.2,14.5,3,1
2012,3,30,17,1,12,87.75,1015.9,14,42,0.7,15.2,4,1
2012,3,30,18,1,12,93.65,1016.9,13,47,0.5,15.7,4,1
2012,3,30,19,1,11,87.66,1019,13,55,0.1,15.8,4,1
2012,3,30,20,1,9,81.88,1021,12,63,0.1,15.9,4,1
2012,3,30,21,1,8,81.75,1023,11,71,0,0,3,1
2012,3,30,22,1,6,76.18,1023,10,76,0,0,3,1
2012,3,30,23,1,5,71.07,1024,10,82,0,0,2,1
2012,3,31,0,1,4,66.27,1024,10,87,0,0,2,1
2012,3,31,1,1,4,66.27,1024,10,92,0,0,2,1
2012,3,31,2,1,4,70.88,1024,9,96,0,0,1,1
2012,3,31,3,1,4,70.88,1024,9,99,0,0,2,1
2012,3,31,4,1,3,70.67,1024,8,2,0,0,1,3
2012,3,31,5,1,4,75.84,1024,8,4,0,0,2,3
2012,3,31,6,1,4,75.84,1024,8,7,0,0,2,3
2012,3,31,7,1,5,76.01,1025.1,9,2,0,0,2,4
2012,3,31,8,1,3,57.77,1025.1,11,4,0,0,2,3
2012,3,31,9,1,1,43.9,1025.1,13,4,0,0,2,4
2012,3,31,10,1,1,38.56,1025.1,15,9,0,0,2,4
2012,3,31,11,1,-1,31.28,1024,16,15,0,0,2,4
2012,3,31,12,1,2,36.47,1023,17,7,0,0,2,3
2012,3,31,13,1,2,34.24,1022,18,14,0,0,2,3
2012,3,31,14,1,-1,25.89,1022,19,22,0,0,2,3
2012,3,31,15,1,0,27.85,1021,19,31,0,0,2,3
2012,3,31,16,1,0,27.85,1021,19,38,0,0,2,3
2012,3,31,17,1,2,32.17,1021,19,44,0,0,2,3
2012,3,31,18,1,3,36.77,1021,18,48,0,0,2,3
2012,3,31,19,1,3,39.16,1022,17,3,0,0,2,4
2012,3,31,20,1,5,51.2,1023,15,5,0,0,2,4
2012,3,31,21,1,5,51.2,1023,15,8,0,0,3,4
2012,3,31,22,1,5,54.62,1023,14,10,0,0,2,4
2012,3,31,23,1,6,58.54,1023,14,0,0,0,2,5
2012,4,1,0,1,7,66.93,1023,13,2,0,0,2,4
2012,4,1,1,1,5,58.29,1023,13,2,0,0,3,1
2012,4,1,2,1,5,62.24,1022,12,2,0,0,2,2
2012,4,1,3,1,6,66.71,1022,12,6,0,0,2,2
2012,4,1,4,1,8,81.75,1022,11,10,0,0,2,2
2012,4,1,5,1,9,87.47,1022,11,13,0,0,3,2
2012,4,1,6,1,8,81.75,1022,11,16,0,0,3,2
2012,4,1,7,1,9,81.88,1022,12,18,0,0,3,2
2012,4,1,8,1,7,62.71,1022,14,21,0,0,3,2
2012,4,1,9,1,6,48.31,1022,17,25,0,0,3,2
2012,4,1,10,1,4,37.06,1022,19,31,0,0,3,2
2012,4,1,11,1,2,30.23,1022,20,37,0,0,2,2
2012,4,1,12,1,0,26.17,1021,20,44,0,0,2,2
2012,4,1,13,1,1,26.46,1020,21,52,0,0,2,2
2012,4,1,14,1,2,28.43,1018,21,60,0,0,2,2
2012,4,1,15,1,1,26.46,1018,21,67,0,0,2,2
2012,4,1,16,1,2,30.23,1016.9,20,76,0,0,2,2
2012,4,1,17,1,0,27.85,1016.9,19,83,0,0,2,2
2012,4,1,18,1,-1,29.35,1015.9,17,92,0,0,2,2
2012,4,1,19,1,2,38.86,1015.9,16,100,0,0,2,2
2012,4,1,20,1,0,33.65,1016.9,16,108,0,0,2,2
2012,4,1,21,1,-1,33.35,1016.9,15,116,0,0,2,2
2012,4,1,22,1,1,38.56,1016.9,15,124,0,0,2,2
2012,4,1,23,1,2,44.2,1016.9,14,132,0,0,2,2
2012,4,2,0,1,3,47.46,1015.9,14,140,0,0,2,2
2012,4,2,1,1,5,54.62,1014.9,14,149,0,0,2,2
2012,4,2,2,1,6,58.54,1014.9,14,156,0,0,2,2
2012,4,2,11,1,12,53.1,1011.9,22,7,0,0,2,4
2012,4,2,12,1,12,49.97,1010.8,23,13,0,0,2,4
2012,4,2,13,1,11,44.04,1009.1,24,19,0,0,2,4
2012,4,2,14,1,12,41.78,1008.1,26,24,0,0,2,4
2012,4,2,15,1,12,44.33,1007.1,25,29,0,0,2,4
2012,4,2,16,1,12,44.33,1007.1,25,34,0,0,2,4
2012,4,2,17,1,12,44.33,1006.1,25,4,0,0,2,2
2012,4,2,18,1,12,49.97,1006.1,23,9,0,0,2,2
2012,4,2,19,1,12,56.44,1007.1,21,11,0,0,2,2
2012,4,2,20,1,13,64.09,1008.1,20,13,0,0,2,2
2012,4,2,21,1,13,68.2,1007.1,19,5,0,0,2,4
2012,4,2,22,1,13,64.09,1007.1,20,10,2.9,2.9,3,4
2012,4,2,23,1,14,87.93,1010.8,16,11,0.2,3.1,3,3
2012,4,3,0,1,14,87.93,1011.9,16,20,1.9,5,3,3
2012,4,3,1,1,13,87.84,1012.9,15,28,0.2,5.2,3,3
2012,4,3,2,1,11,82.14,1013.9,14,39,0,0,4,3
2012,4,3,3,1,9,76.68,1014.9,13,50,0,0,4,3
2012,4,3,4,1,8,76.52,1016.9,12,62,0,0,4,3
2012,4,3,5,1,6,76.18,1019,10,75,0,0,2,3
2012,4,3,6,1,4,70.88,1021,9,87,0,0,1,3
2012,4,3,7,1,3,70.67,1023,8,97,0,0,2,3
2012,4,3,8,1,3,66.05,1023,9,106,0,0,1,3
2012,4,3,9,1,1,53.53,1024,10,115,0,0,2,3
2012,4,3,10,1,1,46.88,1025.1,12,122,0,0,2,3
2012,4,3,11,1,0,40.84,1024,13,129,0,0,2,3
2012,4,3,12,1,0,38.26,1024,14,136,0,0,2,3
2012,4,3,13,1,-1,33.35,1023,15,145,0,0,2,3
2012,4,3,14,1,-2,29.06,1022,16,154,0,0,2,3
2012,4,3,21,1,0,40.84,1022,13,0,0,0,2,5
2012,4,3,22,1,2,47.17,1022,13,1,0,0,2,4
2012,4,3,23,1,1,43.9,1022,13,2,0,0,2,2
2012,4,4,0,1,1,46.88,1022,12,1,0,0,3,5
2012,4,4,1,1,3,61.76,1022,10,1,0,0,3,5
2012,4,4,2,1,2,61.51,1021,9,1,0,0,3,5
2012,4,4,3,1,3,66.05,1020,9,3,0,0,3,4
2012,4,4,4,1,3,70.67,1020,8,2,0,0,3,2
2012,4,4,5,1,3,70.67,1020,8,4,0,0,3,2
2012,4,4,6,1,4,70.88,1020,9,7,0,0,3,2
2012,4,4,7,1,6,71.27,1020,11,11,0,0,3,2
2012,4,4,8,1,4,50.92,1020,14,6,0,0,3,4
2012,4,4,9,1,3,41.73,1020,16,13,0,0,3,4
2012,4,4,10,1,1,31.87,1019,18,20,0,0,2,4
2012,4,4,11,1,1,31.87,1018,18,27,0,0,2,4
2012,4,4,12,1,2,32.17,1016.9,19,6,0,0,2,2
2012,4,4,13,1,3,32.46,1015.9,20,6,0,0,2,4
2012,4,4,14,1,4,34.83,1014.9,20,10,0,0,2,4
2012,4,4,15,1,4,37.06,1012.9,19,16,0,0,2,4
2012,4,4,16,1,5,39.75,1012.9,19,6,0,0,2,2
2012,4,4,17,1,5,45.07,1012.9,17,5,0,0,2,4
2012,4,4,18,1,7,55.15,1012.9,16,10,0,0,2,4
2012,4,4,19,1,7,58.79,1013.9,15,15,0,0,3,4
2012,4,4,20,1,9,67.36,1014.9,15,19,0,0,3,4
2012,4,4,21,1,8,62.95,1014.9,15,23,0,0,3,4
2012,4,4,22,1,6,54.88,1014.9,15,27,0,0,3,4
2012,4,4,23,1,6,54.88,1014.9,15,30,0,0,3,4
2012,4,5,0,1,7,62.71,1014.9,14,34,0,0,3,4
2012,4,5,1,1,7,66.93,1014.9,13,37,0,0,2,4
2012,4,5,2,1,7,71.47,1014.9,12,39,0,0,2,4
2012,4,5,3,1,8,76.52,1014.9,12,42,0,0,2,4
2012,4,5,4,1,8,81.75,1013.9,11,44,0,0,2,4
2012,4,5,5,1,8,81.75,1014.9,11,45,0,0,2,4
2012,4,5,6,1,8,81.75,1014.9,11,46,0,0,2,4
2012,4,5,7,1,9,81.88,1015.9,12,48,0,0,3,4
2012,4,5,8,1,10,76.84,1015.9,14,50,0,0,3,4
2012,4,5,9,1,9,63.18,1015.9,16,53,0,0,3,4
2012,4,5,10,1,9,52.3,1015.9,19,3,0,0,3,3
2012,4,5,11,1,9,49.15,1015.9,20,8,0,0,3,3
2012,4,5,12,1,8,40.63,1014.9,22,14,0,0,3,3
2012,4,5,13,1,7,37.95,1014.9,22,20,0,0,3,3
2012,4,5,14,1,7,35.71,1013.9,23,24,0,0,2,3
2012,4,5,15,1,7,35.71,1012.9,23,31,0,0,3,3
2012,4,5,16,1,10,49.42,1013.9,21,7,0,0,3,1
2012,4,5,17,1,2,32.17,1014.9,19,16,0,0,3,1
2012,4,5,18,1,-3,25.32,1015.9,17,22,0,0,2,1
2012,4,5,19,1,-4,25.04,1016.9,16,28,0,0,2,1
2012,4,5,20,1,-2,30.98,1018,15,32,0,0,1,1
2012,4,5,21,1,-4,26.69,1019,15,37,0,0,2,1
2012,4,5,22,1,-5,26.4,1020,14,40,0,0,2,1
2012,4,5,23,1,-4,28.47,1020,14,43,0,0,2,1
2012,4,6,0,1,-4,28.47,1021,14,45,0,0,2,1
2012,4,6,1,1,-5,28.18,1021,13,47,0,0,2,1
2012,4,6,2,1,-2,37.66,1020,12,50,0,0,1,1
2012,4,6,3,1,2,53.81,1020,11,3,0,0,2,2
2012,4,6,4,1,2,53.81,1020,11,6,0,0,2,2
2012,4,6,5,1,2,57.51,1020,10,9,0,0,2,2
2012,4,6,6,1,3,61.76,1020,10,11,0,0,2,2
2012,4,6,7,1,4,54.35,1021,13,1,0,0,2,4
2012,4,6,8,1,1,41.14,1021,14,4,0,0,2,4
2012,4,6,9,1,-2,29.06,1021,16,5,0,0,2,2
2012,4,6,10,1,-5,20.46,1021,18,10,0,0,1,2
2012,4,6,11,1,-5,18.06,1021,20,15,0,0,1,2
2012,4,6,12,1,-2,22.61,1020,20,21,0,0,2,2
2012,4,6,13,1,-1,24.33,1019,20,4,0,0,1,4
2012,4,6,14,1,1,26.46,1018,21,7,0,0,2,4
2012,4,6,15,1,-1,21.52,1016.9,22,11,0,0,2,4
2012,4,6,16,1,-1,22.88,1016.9,21,14,0,0,2,4
2012,4,6,17,1,0,27.85,1016.9,19,4,0,0,2,2
2012,4,6,18,1,-1,29.35,1018,17,8,0,0,2,2
2012,4,6,19,1,-1,29.35,1018,17,12,0,0,2,2
2012,4,6,20,1,0,33.65,1019,16,16,0,0,2,2
2012,4,6,21,1,1,38.56,1020,15,19,0,0,2,2
2012,4,6,22,1,2,41.43,1020,15,22,0,0,2,2
2012,4,6,23,1,1,41.14,1021,14,24,0,0,2,2
2012,4,7,0,1,1,38.56,1021,15,2,0,0,2,1
2012,4,7,1,1,2,44.2,1021,14,1,0,0,1,2
2012,4,7,2,1,3,50.65,1021,13,1,0,0,2,1
2012,4,7,3,1,5,58.29,1021,13,3,0,0,2,1
2012,4,7,4,1,6,66.71,1021,12,5,0,0,2,1
2012,4,7,5,1,7,71.47,1021,12,7,0,0,2,1
2012,4,7,6,1,7,71.47,1022,12,2,0,0,2,2
2012,4,7,7,1,9,76.68,1023,13,5,0,0,2,2
2012,4,7,8,1,9,67.36,1023,15,3,0,0,1,1
2012,4,7,9,1,8,55.41,1023,17,4,0,0,1,2
2012,4,7,10,1,8,48.87,1023,19,8,0,0,1,2
2012,4,7,11,1,7,42.9,1023,20,12,0,0,1,2
2012,4,7,12,1,8,43.19,1022,21,17,0,0,1,2
2012,4,7,13,1,7,40.34,1022,21,22,0,0,1,2
2012,4,7,14,1,7,40.34,1021,21,26,0,0,1,2
2012,4,7,15,1,7,42.9,1021,20,30,0,0,1,2
2012,4,7,16,1,4,34.83,1020,20,35,0,0,1,2
2012,4,7,17,1,3,34.54,1020,19,40,0,0,2,2
2012,4,7,18,1,3,36.77,1021,18,45,0,0,1,2
2012,4,7,19,1,3,39.16,1021,17,50,0,0,2,2
2012,4,7,20,1,3,41.73,1022,16,55,0,0,2,2
2012,4,7,21,1,5,51.2,1022,15,59,0,0,2,2
2012,4,7,22,1,6,54.88,1022,15,65,0,0,2,2
2012,4,7,23,1,6,54.88,1021,15,70,0,0,2,2
2012,4,8,0,1,6,54.88,1021,15,75,0,0,2,2
2012,4,8,1,1,6,54.88,1021,15,79,0,0,2,2
2012,4,8,2,1,6,54.88,1020,15,84,0,0,2,2
2012,4,8,3,1,7,62.71,1019,14,88,0,0,2,2
2012,4,8,4,1,7,62.71,1019,14,92,0,0,2,2
2012,4,8,5,1,8,67.15,1019,14,96,0,0,2,2
2012,4,8,6,1,9,67.36,1019,15,99,0,0,2,2
2012,4,8,7,1,10,72.04,1020,15,103,0,0,2,2
2012,4,8,8,1,11,72.23,1020,16,107,0,0,2,2
2012,4,8,9,1,12,72.42,1020,17,111,0,0,2,2
2012,4,8,10,1,12,67.99,1020,18,116,0,0,2,2
2012,4,8,11,1,13,64.09,1020,20,6,0,0,2,4
2012,4,8,12,1,12,56.44,1019,21,12,0,0,2,4
2012,4,8,13,1,12,53.1,1018,22,18,0,0,2,4
2012,4,8,14,1,12,53.1,1018,22,24,0,0,2,4
2012,4,8,15,1,12,53.1,1016.9,22,29,0,0,2,4
2012,4,8,16,1,10,46.49,1016.9,22,34,0,0,2,4
2012,4,8,17,1,10,49.42,1018,21,40,0,0,2,4
2012,4,8,18,1,10,52.56,1018,20,45,0,0,2,4
2012,4,8,19,1,11,59.78,1018,19,49,0,0,2,4
2012,4,8,20,1,12,63.87,1019,19,53,0,0,3,4
2012,4,8,21,1,12,67.99,1020,18,57,0,0,3,4
2012,4,8,22,1,12,72.42,1020,17,61,0,0,2,4
2012,4,8,23,1,11,63.64,1020,18,66,0,0,2,4
2012,4,9,0,1,11,67.78,1020,17,70,0,0,2,4
2012,4,9,1,1,11,72.23,1020,16,74,0,0,1,4
2012,4,9,2,1,12,77.17,1019,16,78,0,0,2,4
2012,4,9,3,1,12,82.27,1019,15,80,0,0,1,4
2012,4,9,4,1,12,82.27,1019,15,2,0,0,1,2
2012,4,9,5,1,12,77.17,1019,16,2,0,0,1,4
2012,4,9,6,1,13,82.4,1019,16,2,0,0,2,2
2012,4,9,7,1,13,77.32,1019,17,5,0,0,2,2
2012,4,9,8,1,12,67.99,1020,18,10,0,0,2,2
2012,4,9,9,1,12,67.99,1020,18,15,0,0,2,2
2012,4,9,10,1,12,67.99,1020,18,20,0,0,2,2
2012,4,9,11,1,12,63.87,1020,19,26,0,0,2,2
2012,4,9,12,1,12,67.99,1020,18,32,0.1,0.1,1,2
2012,4,9,13,1,13,82.4,1019,16,37,0.9,1,1,2
2012,4,9,14,1,14,87.93,1018,16,41,0.5,1.5,1,2
2012,4,9,15,1,14,87.93,1016.9,16,46,0.8,2.3,1,2
2012,4,9,16,1,14,87.93,1016.9,16,51,0.6,2.9,1,2
2012,4,9,17,1,14,87.93,1015.9,16,56,0.4,3.3,1,2
2012,4,9,18,1,13,82.4,1015.9,16,61,0.1,3.4,1,2
2012,4,9,19,1,14,87.93,1015.9,16,66,0,0,1,2
2012,4,9,20,1,14,87.93,1015.9,16,73,0.1,0.1,1,2
2012,4,9,21,1,14,87.93,1015.9,16,80,0,0,1,2
2012,4,9,22,1,14,87.93,1015.9,16,87,0,0,1,2
2012,4,9,23,1,14,87.93,1015.9,16,94,0.5,0.5,1,2
2012,4,10,0,1,14,87.93,1014.9,16,100,0.2,0.7,1,2
2012,4,10,1,1,14,87.93,1013.9,16,105,0.2,0.9,1,2
2012,4,10,2,1,14,87.93,1013.9,16,109,0,0,1,2
2012,4,10,3,1,14,87.93,1012.9,16,112,1,1,1,2
2012,4,10,4,1,14,87.93,1012.9,16,114,0.6,1.6,1,2
2012,4,10,5,1,15,93.8,1012.9,16,116,0.1,1.7,1,2
2012,4,10,6,1,15,93.8,1012.9,16,2,0,0,2,4
2012,4,10,7,1,16,93.84,1012.9,17,3,0,0,1,2
2012,4,10,8,1,17,88.2,1012.9,19,4,0,0,2,4
2012,4,10,9,1,18,78.09,1012.9,22,8,0,0,2,4
2012,4,10,10,1,17,69.01,1012.9,23,12,0,0,2,4
2012,4,10,11,1,18,69.2,1011.9,24,15,0,0,2,4
2012,4,10,12,1,17,61.21,1010.8,25,18,0,0,2,4
2012,4,10,13,1,18,57.93,1010.2,27,20,0,0,2,4
2012,4,10,14,1,17,57.69,1009.1,26,3,0,0,2,3
2012,4,10,15,1,18,61.44,1008.1,26,3,0,0,3,4
2012,4,10,16,1,18,65.19,1008.1,25,7,0,0,3,4
2012,4,10,17,1,18,65.19,1007.1,25,10,0,0,3,4
2012,4,10,18,1,18,69.2,1007.1,24,3,0,0,3,2
2012,4,10,19,1,18,78.09,1007.1,22,9,4.1,4.1,3,2
2012,4,10,20,1,19,88.37,1007.1,21,13,0.5,4.6,2,2
2012,4,10,21,1,19,88.37,1008.1,21,14,7.1,11.7,3,2
2012,4,10,22,1,19,93.98,1007.1,20,1,9.9,21.6,3,5
2012,4,10,23,1,19,93.98,1008.1,20,2,4.1,25.7,3,2
2012,4,11,0,1,19,93.98,1007.1,20,1,16.7,42.4,2,5
2012,4,11,1,1,18,100,1007.1,18,6,6.5,48.9,2,1
2012,4,11,2,1,18,100,1007.1,18,0,0.4,49.3,1,5
2012,4,11,3,1,18,100,1007.1,18,3,0,0,1,4
2012,4,11,4,1,18,100,1007.1,18,3,0,0,1,3
2012,4,11,5,1,17,93.89,1008.1,18,8,0,0,1,3
2012,4,11,6,1,18,93.94,1008.1,19,13,0,0,2,3
2012,4,11,7,1,18,93.94,1009.1,19,18,0,0,3,3
2012,4,11,8,1,17,82.89,1010.2,20,24,0,0,4,3
2012,4,11,9,1,17,82.89,1010.8,20,31,0,0,4,3
2012,4,11,10,1,15,77.64,1012.9,19,9,0,0,4,1
2012,4,11,11,1,16,77.79,1012.9,20,15,0,0,4,1
2012,4,11,12,1,15,72.96,1012.9,20,22,0,0,4,1
2012,4,11,13,1,14,72.78,1012.9,19,31,0,0,4,1
2012,4,11,14,1,12,67.99,1012.9,18,39,0,0,3,1
2012,4,11,15,1,11,67.78,1013.9,17,47,0,0,2,1
2012,4,11,16,1,10,67.57,1013.9,16,54,0,0,1,1
2012,4,11,17,1,10,72.04,1013.9,15,60,0,0,1,1
2012,4,11,18,1,10,72.04,1013.9,15,65,0,0,1,1
2012,4,11,19,1,10,76.84,1014.9,14,70,0,0,2,1
2012,4,11,20,1,10,76.84,1014.9,14,74,0,0,2,1
2012,4,11,21,1,9,71.85,1014.9,14,78,0,0,1,1
2012,4,11,22,1,9,71.85,1014.9,14,80,0,0,1,1
2012,4,11,23,1,9,76.68,1015.9,13,84,0,0,2,1
2012,4,12,0,1,9,76.68,1014.9,13,88,0,0,2,1
2012,4,12,1,1,9,76.68,1014.9,13,89,0,0,2,1
2012,4,12,2,1,8,81.75,1014.9,11,0,0,0,2,5
2012,4,12,3,1,8,81.75,1013.9,11,1,0,0,2,2
2012,4,12,4,1,9,81.88,1013.9,12,4,0,0,2,2
2012,4,12,5,1,9,87.47,1013.9,11,7,0,0,2,2
2012,4,12,6,1,9,87.47,1013.9,11,11,0,0,2,2
2012,4,12,7,1,9,81.88,1013.9,12,13,0,0,2,2
2012,4,12,8,1,7,62.71,1013.9,14,16,0,0,1,2
2012,4,12,9,1,5,51.2,1013.9,15,21,0,0,1,2
2012,4,12,10,1,6,48.31,1013.9,17,26,0,0,1,2
